TIPO DE MORTE;ANO;MÊS;DIA;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;ZONA
LESAO CORPORAL SEGUIDA DE MORTE;2012;12;quinta-feira;NI;CIDADE NOVA;TV OTAVIO RODRIGUES;MASCULINO;BRANCA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;8;quinta-feira;NI;FELIPE CAMARÃO;R GOV. AUGUSTO DE SOUZA;MASCULINO;BRANCA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;5;quinta-feira;NI;FELIPE CAMARÃO;R CORACAO DE JESUS Nº 65;MASCULINO;BRANCA;22;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;7;quinta-feira;NI;FELIPE CAMARÃO;R MAE E CEU;MASCULINO;NEGRA;32;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;10;quinta-feira;20:00-24:00;FELIPE CAMARÃO;R MANOEL MACHADO ;MASCULINO;PARDA;34;EX DETENTO DESOCUPADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;7;quinta-feira;20:00-24:00;FELIPE CAMARÃO;R DA FE;MASCULINO;NEGRA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;12;quinta-feira;16:00-20:00;FELIPE CAMARÃO;R JOAO MIRANDA DA SILVA COM A TV PROFESSOR ROBERTO CAMPOS;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;5;quinta-feira;08:00-12:00;FELIPE CAMARÃO;R JOAQUIM DE CASTRO;MASCULINO;BRANCA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;7;quinta-feira;16:00-20:00;FELIPE CAMARÃO;R NOSS SENHOR DO LIVRAMENTO;MASCULINO;NEGRA;27;ARTESAO;ENSINO SUPERIOR;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2012;1;quinta-feira;NI;LAGOA AZUL;R ALTO DO PIRAPORA;MASCULINO;PARDA;41;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;1;quinta-feira;20:00-24:00;FELIPE CAMARÃO;R PEDRINHO BEZERRA VP;MASCULINO;NEGRA;26;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;9;quinta-feira;16:00-20:00;FELIPE CAMARÃO;R SAO SEBASTIAO;MASCULINO;PARDA;29;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;8;quinta-feira;16:00-20:00;FELIPE CAMARÃO;R TODOS OS SANTOS;MASCULINO;BRANCA;29;EX DETENTO TRABALHADOR;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;8;quinta-feira;20:00-24:00;FELIPE CAMARÃO;RUA PADRE CICERO EM FRENTE A RESIDENCIA Nº 335;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;1;quinta-feira;16:00-20:00;FELIPE CAMARÃO;TV PINHEIRO VP;MASCULINO;BRANCA;19;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;5;quinta-feira;16:00-20:00;LAGOA AZUL;R BERTIOGA, S/N°, CONJ GRAMORE (BAR DO MECAO);MASCULINO;PARDA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;4;quinta-feira;12:00-16:00;FELIPE CAMARÃO;TV SANTA MARIA GORETE,FAVELA DO FIO;MASCULINO;PARDA;0;CRIANCA;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;11;quinta-feira;20:00-24:00;FELIPE CAMARÃO;TV SAO SEBASTIAO, EM FRENTE A ASSEMBLEIA DE DEUS;MASCULINO;PARDA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2017;5;quinta-feira;00:00-04:00;FELIPE CAMARÃO;RUA AURELIANO MEDEIROS, POR TRAS DO SUPERMEMRCADO SUPER SHOW EM FRENTE AO SUPER GAS BRAS, NA BAIXADA;MASCULINO;PARDA;33;ASG;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;6;quinta-feira;20:00-24:00;FELIPE CAMARÃO;RUAC PADRE CICERO;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;1;quinta-feira;08:00-12:00;FELIPE CAMARÃO;RUA DESENHISTA MODESTO CAMARA;MASCULINO;PARDA;58;POLICIAL MILITAR - RESERVA;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;9;quinta-feira;16:00-20:00;FELIPE CAMARÃO;TV SANTA ISABEL;MASCULINO;PARDA;46;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;1;quinta-feira;16:00-20:00;FELIPE CAMARÃO;RUA PROF. ANTONIO TRIGUEIRO, DEFRONTE AO Nº 413 (ESPETINHO);MASCULINO;PARDA;23;AUXILIAR DE COZINHA;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;6;quinta-feira;04:00-08:00;FELIPE CAMARÃO;RUA SANTA MARIA GORETE;MASCULINO;PARDA;16;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;6;quinta-feira;04:00-08:00;FELIPE CAMARÃO;RUA SANTA MARIA GORETE;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;1;quinta-feira;04:00-08:00;FELIPE CAMARÃO;R JOAQUIM DE CASTRO, 850;MASCULINO;PARDA;7;MENOR DEPENDENTE;NI;ELETROPLESSAO;Oeste
HOMICIDIO;2017;8;quinta-feira;16:00-20:00;FELIPE CAMARÃO;RUA CRUZEIRO DO SUL, Nº 128 KM 06, PROXIMO A EMPRESA SAO GERALDO;MASCULINO;PARDA;37;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;6;quinta-feira;16:00-20:00;FELIPE CAMARÃO;RUA JORNALISTA RAIMUNDO MAIONARA, EM FRENTE AO Nº 81, POR TRAS DO SUPER SHOW;MASCULINO;PARDA;18;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;11;quinta-feira;16:00-20:00;GUARAPES;RUA MANOEL PASCOAL, (RUA ARAGUAINA) PROXIMO A CERCA DA MARINHA, NA GRANJA DE ZE GALEGO, PROXIMO A CASA Nº 31;MASCULINO;PARDA;23;NI;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;5;quinta-feira;16:00-20:00;LAGOA NOVA;R AMETISTA - CALCADA DA PRACA ;FEMININO;PARDA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Sul
LESAO CORPORAL SEGUIDA DE MORTE;2013;4;quinta-feira;20:00-24:00;GUARAPES;AST NATALHA;MASCULINO;PARDA;18;ENTREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2016;11;quinta-feira;20:00-24:00;GUARAPES;ENTRE A RUA IGAPO E A TV IGAPO;MASCULINO;PARDA;28;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;8;quinta-feira;08:00-12:00;NEÓPOLIS;RUA MARANHAO , EM FRENTE AO IMOVEL 237;MASCULINO;BRANCA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Sul
HOMICIDIO;2013;5;quinta-feira;NI;GUARAPES;R NOSSA SENHORA DA PAZ, Nº 45;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;2;quinta-feira;04:00-08:00;PAJUÇARA;R SUPERVISOR GERALDO;MASCULINO;BRANCA;22;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;6;quinta-feira;04:00-08:00;IGAPÓ; R SIQUEIRA CAMPOS - ESTACAO FERROVIARIA BEIRA RIO;MASCULINO;PARDA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;11;quinta-feira;NI;NOSSA SRA DA APRESENTAÇÃO;R ABIMAEL FLORENCIO ;MASCULINO;BRANCA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;10;quinta-feira;12:00-16:00;IGAPÓ;AV BEL TOMAZ LANDIM;MASCULINO;NEGRA;19;NI;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2013;8;quinta-feira;NI;NOSSA SRA DA APRESENTAÇÃO;R ANANIAS XAVIER DE SOUZA ;MASCULINO;BRANCA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;11;quinta-feira;NI;IGAPÓ;AV JOAO MEDEIROS FILHO;MASCULINO;PARDA;32;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;6;quinta-feira;00:00-04:00;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;8;quinta-feira;12:00-16:00;PLANALTO;RUA PARACATI ;MASCULINO;PARDA;22;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;Oeste
HOMICIDIO;2013;6;quinta-feira;12:00-16:00;IGAPÓ;COMUNIDADE BEIRA RIO;MASCULINO;PARDA;25;DESEMPREGADO;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2015;7;quinta-feira;NI;IGAPÓ;R ARAGUARI;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;5;quinta-feira;16:00-20:00;IGAPÓ;R ISABEL DE BRITO , 1036;MASCULINO;PARDA;26;SEM PROFISSAO;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;6;quinta-feira;04:00-08:00;NOSSA SRA DA APRESENTAÇÃO;R MANOEL FRANCISCO DE ALBUQUERQUE ;MASCULINO;BRANCA;22;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;3;quinta-feira;12:00-16:00;NOSSA SRA DA APRESENTAÇÃO;TV SEBASTIAO ANDRADE;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;10;quinta-feira;NI;IGAPÓ;R SANTA HELENA  Nº 15 , VILA PARAISO;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;7;quinta-feira;16:00-20:00;IGAPÓ;R SANTA LUZIA;MASCULINO;NEGRA;23;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;9;quinta-feira;NI;IGAPÓ;R SANTA LUZIA (VIA PUBLICA);MASCULINO;PARDA;27;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;11;quinta-feira;NI;NOVA DESCOBERTA;VIA PUBLICA EM UMA PRACA DE NOVA DESCOBERTA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Sul
LESAO CORPORAL SEGUIDA DE MORTE;2016;7;quinta-feira;08:00-12:00;PAJUÇARA;RUA SÃO FRANCISCO - PROXIMO AO COLEGIO SONHO DE CRIANÇA, 10;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;10;quinta-feira;NI;PAJUÇARA;NI;MASCULINO;BRANCA;24;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;5;quinta-feira;04:00-08:00;IGAPÓ;R SATURNO;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;11;quinta-feira;20:00-24:00;IGAPÓ;RUA JOAO RODRIGUES DA SILVA, Nº 121 PROXIMO A CLINICA OITAVO ROSADO, PROXIMO A IGREJA ASSEMBLEIA DE DEUS;MASCULINO;PARDA;31;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;12;quinta-feira;00:00-04:00;IGAPÓ;RUA TERRA, Nº 53, PROXIMO A PRACA DO CONJ CIDADE DO SOL, NO BAR DO ZE;MASCULINO;PARDA;21;SERVENTE DE PEDREIRO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;12;quinta-feira;12:00-16:00;IGAPÓ;RUA SANTO ANTONIO Nº 60 A;FEMININO;PARDA;40;DESOCUPADO;NI;ESPANCAMENTO;Norte
HOMICIDIO;2017;8;quinta-feira;04:00-08:00;IGAPÓ;AV DAS FRONTEIRAS;MASCULINO;PARDA;20;AUTONOMO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;1;quinta-feira;04:00-08:00;LAGOA AZUL;RUA ARARUNA;MASCULINO;PARDA;47;MOTORISTA;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;4;quinta-feira;08:00-12:00;LAGOA AZUL;1º TV SAO GERALDO,16;MASCULINO;PARDA;22;SEM PROFISSAO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;1;quinta-feira;12:00-16:00;MÃE LUÍZA;R GUANABARA, Nº830;MASCULINO;NEGRA;39;CABELEIREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Leste
HOMICIDIO;2016;8;quinta-feira;20:00-24:00;LAGOA AZUL;AV GUARARAPES;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2012;4;quinta-feira;04:00-08:00;PAJUÇARA;TERRENO BALDIO ;MASCULINO;BRANCA;24;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;3;quinta-feira;20:00-24:00;PLANALTO;AV MONICA DANTAS;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
LATROCINIO;2013;2;quinta-feira;12:00-16:00;PLANALTO;R SANTA QUINTERIA ;MASCULINO;PARDA;26;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;7;quinta-feira;16:00-20:00;LAGOA AZUL;ESTRADA PARALELA A R PRINCIPAL, LOT NORDELANDIA;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;12;quinta-feira;20:00-24:00;NOSSA SRA DA APRESENTAÇÃO;AV BOA SORTE;MASCULINO;PARDA;31;CABELEIREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;7;quinta-feira;16:00-20:00;POTENGI;R VOTUOPORANGA;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2014;11;quinta-feira;12:00-16:00;POTENGI;3ª TV SIQUEIRA CAMPOS;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;4;quinta-feira;04:00-08:00;LAGOA AZUL;NUM BAR EM NOVA NATAL;MASCULINO;PARDA;23;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;1;quinta-feira;08:00-12:00;LAGOA AZUL;PRACA GUARUJA;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
LATROCINIO;2014;10;quinta-feira;16:00-20:00;PETRÓPOLIS;AV FLORIANO PEIXOTO;MASCULINO;PARDA;44;CABELEIREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2013;2;quinta-feira;00:00-04:00;POTENGI;AV ITAPETINGA;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;8;quinta-feira;04:00-08:00;POTENGI;TV AUGUSTO SEZINO, 35, DENTRO DA RESIDENCIA;MASCULINO;NEGRA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2017;9;quinta-feira;00:00-04:00;LAGOA AZUL;AV NILA JALES, Nº 1262, PROXIMO A IGREJA BATISTA;FEMININO;PARDA;22;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;6;quinta-feira;04:00-08:00;ROCAS;RUA DECIO FONSECA;FEMININO;PARDA;19;CABELEIREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2015;7;quinta-feira;20:00-24:00;LAGOA AZUL;R SEVERINO TORRES DE FARIAS, LOT NORDERLANDIA;MASCULINO;PARDA;20;DETENTO FUGITIVO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;6;quinta-feira;12:00-16:00;LAGOA AZUL;RUA CCAB SUL, JOSÉ SARNEY;MASCULINO;PARDA;31;EX DETENTO DESOCUPADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;10;quinta-feira;NI;LAGOA AZUL;TV VERIADOR SERGIO DIEB;MASCULINO;PARDA;27;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
FEMINICIDIO;2016;8;quinta-feira;20:00-24:00;ROCAS;RUA BELO HORIZONTE , EM FRENTE A ACADEMIA DOS GEMEOS FITNESS;FEMININO;PARDA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2017;3;quinta-feira;16:00-20:00;LAGOA AZUL;RUA PONTAL DO Norte, PROXIMO AO TERMINAL DOS ALTERNATIVOS DE NORDELANDIA;MASCULINO;PARDA;22;PEDREIRO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;9;quinta-feira;16:00-20:00;LAGOA AZUL;RUA DO MISTICISMO EM FRENTE A CASA Nº 986 C;MASCULINO;PARDA;27;PEDREIRO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;6;quinta-feira;16:00-20:00;LAGOA AZUL;TV LAGOA DO MATO- AREA DE DUNAS;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;5;quinta-feira;00:00-04:00;LAGOA AZUL;RUA ANITA MARQUES, CORPO ENCONTRADO EM UMA ESTRADA CARROCAVEL, EM REGIAO DE MATA E POUCO POVOADA, PROXIMO A LAGOA AZUL;MASCULINO;PARDA;50;AUTONOMO;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2013;11;quinta-feira;12:00-16:00;LAGOA AZUL;NI;MASCULINO;BRANCA;50;NI;NI;ESPANCAMENTO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2017;1;quinta-feira;16:00-20:00;LAGOA AZUL;RUA GUSTAVO GOMES;MASCULINO;PARDA;26;PEDREIRO;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2017;8;quinta-feira;12:00-16:00;LAGOA AZUL;AV BELA VISTA, PROXIMO AO POSTO DE GASOLINA;MASCULINO;PARDA;32;TAXISTA;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;7;quinta-feira;16:00-20:00;LAGOA AZUL;RUA DOS LIRIOS COM A RUA SAO RAFAEL, AO LADO DO Nº 169, PROXIMO AO POSTO DO LOT JOSE SARNEY;MASCULINO;PARDA;28;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;7;quinta-feira;16:00-20:00;LAGOA AZUL;AV DO ABOIO, Nº 942, EM FRENTE AO SALAO NOVA NATAL, NA PRACA AO LADO DO CAMPO DE FUTEBOL POR TRAS DA IGREJAM CATOLICA;MASCULINO;PARDA;24;CHEFE DE COZINHA;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;4;quinta-feira;00:00-04:00;AREIA PRETA;R VEREADOR JOAO SOARES DE ARAUJO Nº 02;MASCULINO;NEGRA;40;DESOCUPADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2016;6;quinta-feira;12:00-16:00;LAGOA NOVA;AV JERONIMO CAMARA;MASCULINO;PARDA;29;DESEMPREGADO;NI;ARMA DE FOGO;Sul
HOMICIDIO;2014;5;quinta-feira;04:00-08:00;LAGOA NOVA;R AMETISTA - CALCADA DA PRACA ;MASCULINO;PARDA;28;ESTUDANTE D;ENSINO SUPERIOR;ARMA DE FOGO;Sul
HOMICIDIO;2014;7;quinta-feira;20:00-24:00;LAGOA NOVA;R ESTACIO DE SA;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;Sul
HOMICIDIO;2012;3;quinta-feira;12:00-16:00;LAGOA NOVA;VIA PUBLICA ;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;Sul
LESAO CORPORAL SEGUIDA DE MORTE;2017;8;quinta-feira;20:00-24:00;LAGOA NOVA;AV. ANTONIO BASILIO, POR TRAS DO HIPER BOM PRECO;MASCULINO;PARDA;28;DESEMPREGADO;NI;ARMA DE FOGO;Sul
HOMICIDIO;2017;6;quinta-feira;16:00-20:00;LAGOA NOVA;RUA TEREZA CAMPOS - EM FRENTE AO Nº 2525;MASCULINO;PARDA;15;DESEMPREGADO;NI;ARMA DE FOGO;Sul
HOMICIDIO;2017;4;quinta-feira;16:00-20:00;LAGOA NOVA;AV NASCIMENTO DE CASTRO, PROXIMO A OCA DO ACAI, EM FRENTE A SEDE DA PRF;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;Sul
HOMICIDIO;2014;7;quinta-feira;NI;PONTA NEGRA;R MANOEL CONGO;MASCULINO;NEGRA;31;DESOCUPADO;NI;ARMA DE FOGO;Sul
HOMICIDIO;2013;3;quinta-feira;20:00-24:00;CIDADE DA ESPERANÇA;AV CAP MOR GOUVEIA;MASCULINO;NEGRA;70;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;10;quinta-feira;20:00-24:00;REDINHA;PRAIA DA REDINHA, POR TRAZ DO MERCADO PUBLICO;MASCULINO;NEGRA;34;DESOCUPADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;8;quinta-feira;08:00-12:00;NEÓPOLIS;RUA MARANHAO , EM FRENTE AO IMOVEL 237;MASCULINO;NI;34;NI;NI;ARMA DE FOGO;Sul
HOMICIDIO;2017;12;quinta-feira;16:00-20:00;NEÓPOLIS;RUA MATA GRANDE, Nº 09, PROXIMO A QUADRA DE ESPORTES , PROXIMO AO SENAC;MASCULINO;PARDA;32;NI;NI;ARMA DE FOGO;Sul
LESAO CORPORAL SEGUIDA DE MORTE;2013;8;quinta-feira;08:00-12:00;NI;NO INTERIOR DA AMBULANCIA DO SAMU;MASCULINO;BRANCA;29;NI;NI;ARMA BRANCA;NI
LESAO CORPORAL SEGUIDA DE MORTE;2014;8;quinta-feira;20:00-24:00;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;NEGRA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;NI
HOMICIDIO;2017;12;quinta-feira;20:00-24:00;NI;AV. NASCIMENTO DE CASTRO, EM FRENTE A CASA Nº 24 PROXIMO A ENTRADA DA QUADRA DO MERETO DA 7, PROXIMO AO MERCADINHO ZE DO BODE;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;NI
LESAO CORPORAL SEGUIDA DE MORTE;2013;4;quinta-feira;20:00-24:00;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;BRANCA;19;NI;NI;NAO IDENTIFICADO;NI
HOMICIDIO;2012;6;quinta-feira;04:00-08:00;NORDESTE;AV FELIZARDO FIRMINO MOURA;MASCULINO;BRANCA;27;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2017;8;quinta-feira;16:00-20:00;NORDESTE;AREA DE MANGUE, COMUNIDADE DO MOSQUITO;MASCULINO;PARDA;15;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;8;quinta-feira;16:00-20:00;NORDESTE;AREA DE MANGUE, COMUNIDADE DO MOSQUITO;MASCULINO;PARDA;17;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2016;4;quinta-feira;12:00-16:00;NORDESTE;TV NAPOLEAO LAURIANO, NA LAGOA DO MANGUE;MASCULINO;PARDA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;NAO IDENTIFICADO;Oeste
HOMICIDIO;2015;7;quinta-feira;20:00-24:00;NOSSA SENHORA DE NAZARÉ;AV INTERVENTOR MARIO CAMARA;FEMININO;PARDA;25;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;2;quinta-feira;20:00-24:00;REDINHA;VIA PUBLICA - ALTO DA TORRE;MASCULINO;BRANCA;21;DESOCUPADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2015;7;quinta-feira;20:00-24:00;NOSSA SENHORA DE NAZARÉ;R CIRILO MOREIRA;MASCULINO;NEGRA;30;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;1;quinta-feira;16:00-20:00;NOSSA SENHORA DE NAZARÉ;R EXPEDICIONARIO ADBAL DA CAMARA EM FRENTE AO Nº 33;FEMININO;PARDA;24;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2016;7;quinta-feira;20:00-24:00;NOSSA SENHORA DE NAZARÉ;RUA DOS CAICÓS, VILA SÃO ROQUE;MASCULINO;PARDA;34;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2016;4;quinta-feira;20:00-24:00;NOSSA SENHORA DE NAZARÉ;RUA PASTOR JOSE MENEZES;MASCULINO;BRANCA;27;DETENTO EM LIBERDADE CONDICIONAL;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2012;5;quinta-feira;20:00-24:00;NOSSA SRA DA APRESENTAÇÃO;R SAMPAIO CORREIA ;MASCULINO;BRANCA;34;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Norte
LATROCINIO;2017;5;quinta-feira;20:00-24:00;NOSSA SRA DA APRESENTAÇÃO;RUA ARTESAO DARY MIRANDA, Nº 1062;MASCULINO;PARDA;44;MUSICO;NI;ARMA DE FOGO;Norte
